kingdom	superclass	class	subclass	direct_parent	rows
0	12	259	1534	201	531
0	2	301	2740	2740	529
0	289	1997	1420	1420	528
0	2	1008	1008	1008	526
0	279	1821	1821	1821	523
0	2448	23	1871	3071	521
0	12	258	2724	1704	519
0	12	259	1551	3398	519
0	4707	278	375	2983	518
0	2	1253	1513	1513	518
0	12	256	2213	3826	518
0	2	2001	2001	2001	517
0	12	259	1551	3789	516
0	2448	134	2320	2778	512
0	2	1253	1908	2827	511
0	2	1640	1641	1646	510
1	422	431	431	431	508
0	261	2506	1612	1827	508
0	12	257	1418	2963	508
0	264	1303	1572	4623	505
0	4	1202	1279	1279	504
0	4	1198	1672	1672	504
0	2	294	330	43	502
1	422	1454	1454	1454	502
0	2	97	1936	4004	500
0	12	257	3258	1431	499
0	2	109	110	2954	498
1	423	435	1077	1077	496
0	4707	278	4545	4545	494
0	289	3750	3750	3750	491
0	12	258	2724	2731	488
0	2	1798	1798	1798	485
0	2	89	1948	1948	484
0	279	1775	4120	4120	483
0	4603	323	1831	1376	483
0	2448	2279	418	4644	482
0	289	1509	2148	2155	482
0	400	4572	4572	4572	482
0	261	334	2614	2614	482
0	2	2920	2921	2921	481
0	2	436	1822	2057	480
1	424	457	546	546	480
0	12	259	1554	1411	479
1	424	443	590	590	478
0	2	1346	75	1285	476
0	2	2834	3683	3683	475
0	462	1370	3194	3270	473
0	400	2855	2855	2855	473
0	289	4353	4353	4353	472
0	261	2900	2900	2900	472
0	289	1506	2134	2145	471
0	2448	134	190	1705	470
0	12	259	1551	2002	469
0	264	1813	1813	1813	464
0	4707	278	7	4729	458
0	2	294	4710	4710	457
0	2	2491	2015	2015	457
0	462	1523	1529	4591	457
0	2	160	162	1457	455
0	2	2225	2225	2225	453
0	2	2498	2498	2498	453
0	2	2100	1379	420	451
0	12	259	1551	2931	451
0	4707			4707	450
0	279	1775	4123	4123	447
0	2	2627	2627	2627	447
0	4707	278	503	1609	446
0	12	259	2049	1756	446
0	4603	323	1831	1831	444
0	264	39	365	365	443
0	2	4169	4169	4169	443
0	264	1813	1940	1940	443
0	279	1775	4129	4129	442
0	264	265	13	1812	440
0	261	1761	1761	1761	440
0	264	265	1205	3381	436
0	462	1370	2795	4574	436
0	12	257	3392	1131	435
0	2	109	110	1651	434
0	289	4350	4362	4362	429
0	2448	134	1310	382	427
0	289	1329	1329	1329	427
0	264	265	13	1801	427
0	2448	2279	1091	3983	427
0	279	2744	2744	2744	426
0	2	94	1348	1348	426
0	12	3909	3327	1653	425
0	12	258	2978	2978	424
0	2	76	3491	3488	423
0	261	1614	3652	3652	421
0	4	2799	2799	2799	420
0	462	1370	2795	4570	419
0	2	301	15	1378	418
0	12	258	1194	3557	418
0	12	259	1551	2930	418
0	2	2055	2055	2055	417
0	2	1834	1834	1834	417
0	4478	4566	4566	4566	415
0	279	3758	3758	3758	414
0	2	218	1903	1903	412
0	279	2719	2720	2720	412
0	261	1614	1758	1758	411
0	289	1506	1544	2208	410
0	279	1785	1785	1785	410
0	2	211	1146	3476	409
0	4603	323	254	4669	408
0	2	123	3410	3518	407
0	4707	278	2892	2894	406
0	264	389	1115	4268	406
0	2	166	166	166	406
0	12	259	1283	2502	400
0	261	1808	1808	1808	400
0	2	82	1343	1343	400
0	2448	134	2320	2767	399
0	12	258	3364	3368	399
1	424	438	563	563	398
0	2	3352	3354	3354	398
1	424	444	573	573	397
0	2448	2279	32	62	397
0	267	2867	1026	4521	396
0	264	265	1093	4768	395
0	462	4441	4441	4441	395
0	264	265	13	347	395
0	12	257	3258	1429	395
0	2	1862	1862	1862	394
0	2	1455	1182	1182	394
0	264	3934	3936	4177	392
0	4707	278	3993	4183	391
0	261	1800	1800	1800	391
0	4	1198	3436	3439	391
0	261	145	2908	2644	391
0	12	259	1283	502	390
0	261	334	337	1138	390
0	261	334	1111	2934	390
1	424	446	695	695	384
0	3630	3631	2397	2397	382
0	4603	323	1831	2230	381
0	264	402	408	237	381
0	264	265	13	1441	381
0	4	1094	1094	1094	380
0	12	3909	513	1021	380
0	4603	463	2076	2076	379
0	289	1509	2148	2168	377
0	2448	2279	32	2762	377
1	424	461	537	537	377
0	2	2490	1080	1080	377
0	261	2506	354	354	377
0	2	2332	2333	2333	376
0	2448	25	2571	2571	375
0	264	265	1093	1659	375
0	261	2506	2586	2605	375
0	2448	134	4695	4695	374
0	2448	2903	2903	2903	373
0	12	259	1283	2048	372
0	12	258	4813	4813	372
0	261	2506	2819	2819	371
0	3630	3633	4467	4466	370
0	12	259	1550	1777	370
0	289	1509	2148	2166	369
0	462	1370	3194	3271	368
0	12	3909	513	30	367
0	2	295	4097	4226	366
0	4469	4468	4468	4468	366
0	462	1370	405	4239	365
0	462	1370	405	4055	365
0	2	103	1877	2423	365
0	1392	3686	1604	3424	365
0	12	257	3258	1439	365
0	261	2506	2896	2896	364
0	2	4378	4378	4378	364
0	261	476	1391	3003	363
0	2	2699	2700	2700	363
0	2448	2279	35	4728	360
1	424	461	539	539	359
0	462	1370	3194	3896	358
0	264	1303	1572	3382	355
0	4603	323	3279	3279	355
0	4603	323	11	1599	353
0	2	98	4105	4639	353
0	3865	4036	4037	4037	353
0	12	256	2215	1677	352
0	12	259	1551	3780	351
0	289	1506	1544	2209	350
0	4707	278	2449	2449	349
0	2448	134	1310	380	348
0	4603	323	11	2262	347
0	267	2865	1017	1017	347
0	12	175	3808	1603	347
0	12	256	2214	1685	344
0	261	145	358	2833	343
1	424	451	941	941	342
0	462	1371	1371	1371	341
0	2837	4475	2838	2841	340
0	264	265	1205	3072	339
1	422	429	429	429	338
0	12	258	1671	1671	338
0	2448	2279	3976	3977	337
0	261	334	1111	3532	337
0	12	258	2645	2645	337
0	12	3440	3440	3440	336
0	2	82	1341	1341	336
0	4603	323	1831	1280	335
0	3865	4036	4040	4067	333
0	279	1821	3768	3768	333
0	2448	2279	176	3009	332
0	4707	278	2927	2927	331
0	3297	3799	3799	3799	331
0	2	2566	2933	2933	327
0	12	259	1551	3550	327
0	4	10	10	10	327
0	4603	323	11	1500	327
0	264	1112	1112	1112	326
0	12	259	1552	2882	326
0	4707	278	112	2464	325
0	4603	323	129	2510	325
0	261	334	1615	3503	325
1	423	454	548	548	324
1	424	451	739	739	322
0	2	76	3491	3490	322
1	424	445	660	660	321
0	264	402	408	4617	321
0	4603	323	11	2816	321
1	423	435	2366	2366	320
0	2448	2279	176	4750	318
0	261	1649	1649	1649	316
0	2	4401	4402	4402	316
0	12	3909	324	1421	315
0	261	145	2908	2643	315
0	2	2052	85	85	314
0	264	265	4132	4132	313
0	12	258	1295	3578	313
0	12	3909	3327	1328	312
0	261	238	1712	1712	312
0	4603	323	11	3306	309
0	261	334	337	3506	308
0	4	3260	3261	3261	307
0	267	2870	1034	1034	307
0	279	2665	2667	2667	307
0	2837	4475	2843	2845	306
0	4603	463	2078	2078	306
0	2448	134	190	1708	305
0	12	259	1551	2878	305
0	3630	3631	1152	4607	304
0	2	1889	2236	2236	303
0	462	1370	1370	1370	303
0	261	334	1111	2711	301
1	424	447	764	764	300
1	423	432	432	432	299
0	4603	463	4456	2074	299
0	12	258	2724	2732	299
0	2	2699	2704	2705	299
0	2448	27	3065	3065	299
1	424	438	564	564	297
0	2	2090	3624	3624	297
0	4603	323	2928	2928	297
0	279	1775	4122	4122	296
0	2448	2279	3976	3976	296
0	4603	1508	1508	1508	292
0	12	256	2219	3347	292
0	12	259	1550	3565	291
0	279	2679	2679	2679	291
0	264	2285	2484	3881	289
0	264	3219	3220	3220	289
0	12	175	637	3259	289
0	12	258	1702	1702	289
0	2	123	3410	3517	289
1	422	1453	1453	1453	289
1	3866	4077	4077	4077	288
0	4707	278	112	2392	288
0	289	1506	1544	1143	287
0	4603	323	11	3576	286
0	2448	134	190	1707	286
0	12	256	2219	3346	285
0	2	2486	2486	2486	284
0	4707	278	503	1281	282
0	279	2792	2792	2792	281
1	424	451	717	717	280
0	12	259	1823	1826	280
0	2	2052	1717	1717	279
0	2	301	15	3029	278
0	12	259	1552	2881	278
0	12	259	1551	3547	278
0	4707	278	2449	2450	278
0	2448	18	151	1600	276
0	2	2491	1933	1933	276
0	264	1303	1572	3383	274
0	12	3909	513	214	274
0	12	258	2724	2727	274
0	2	104	329	329	273
1	424	442	585	585	272
0	3865	4036	4493	4493	272
0	261	2506	2586	3651	272
0	2	2389	189	4398	272
0	2	295	4097	4230	271
0	16	1679	1679	1679	270
0	12	259	1534	2092	270
0	12	3909	513	515	268
0	3630	3631	1152	1152	268
0	4603	323	2465	2465	267
0	264	1813	1957	1957	265
0	2448	2279	4676	4678	265
0	261	334	1111	1738	264
0	12	258	1295	3241	264
0	12	258	1125	1561	264
0	12	175	637	1773	263
0	4603	323	1831	3675	262
1	424	446	921	921	262
0	2	160	162	169	261
0	261	2506	1612	3525	260
0	4707	278	2449	1210	260
0	2	2566	4095	4095	260
0	289	3737	3723	3723	260
0	264	1303	1572	4771	259
0	2	89	2212	28	258
0	2	2389	189	1790	258
0	4	1157	3199	3199	258
0	261	2506	1612	3527	257
0	261	145	358	2832	256
0	279	3018	3018	3018	256
0	264	265	1093	3627	255
0	264	1507	1507	1507	255
0	4707	278	411	3879	255
0	2	97	3215	3215	254
0	2	2693	2796	2796	254
0	4707	278	1668	4605	253
0	12	256	3807	1426	253
1	424	451	735	735	252
0	264	4434	270	3990	251
0	12	259	1283	1284	250
0	2	295	4097	4798	249
1	424	460	535	535	249
0	12	175	1512	1512	249
0	12	258	1125	1774	249
0	4603	323	1665	1665	249
0	4707	278	2449	2451	247
0	4469	4478	4566	4566	247
0	279	2793	2793	2793	246
0	2	4788	4789	1639	245
1	424	460	533	533	245
1	422	1449	1449	1449	245
1	424	445	895	895	244
0	4	1198	1188	2251	243
0	289	1869	1869	1869	243
0	12	258	2984	2984	242
0	12	3909	1766	1765	242
0	12	3909	262	1425	242
1	424	459	542	542	240
0	462	1370	2468	2468	240
1	422	427	427	427	240
0	12	259	1550	1776	240
0	4	1198	1672	1197	239
0	261	2650	2652	3524	239
0	2	1634	4792	4792	239
1	424	446	699	699	238
0	261	334	337	3588	238
0	12	256	2213	1643	238
0	2	782	782	782	237
0	400	2540	2540	2540	237
1	424	444	574	574	236
0	12	3909	1766	1754	236
0	2448	134	141	4610	235
0	4603	463	2080	2080	235
0	4707	278	4776	3947	234
0	4707	278	2449	4791	233
0	4603			4603	233
0	12	258	1295	3239	232
0	12	256	2213	1414	231
1	424	446	677	677	231
0	2	211	1213	1374	231
0	12	259	1551	3784	230
0	12	256	2214	1404	230
0	279	1782	2781	2781	230
0	289	1506	1544	4547	229
0	2	68	1354	1354	229
0	4707	278	7	1047	229
0	4707	278	375	4536	227
0	289	3796	3792	3792	227
0	12	258	1194	2974	227
0	2	224	224	224	226
0	279	2665	2666	2666	225
0	261	334	2991	2992	225
0	2448	4651	4652	4652	225
0	2	3697	3697	3697	224
0	2448	2279	176	3538	223
0	261	1304	1304	1304	223
0	2	195	2442	2442	223
0	261	2650	2652	3523	223
1	424	445	638	638	222
0	279	2665	2669	2669	221
0	261	2612	2612	2612	221
0	4	1201	4611	4611	221
0	279	3776	3776	3776	221
0	289	2174	2174	2174	221
0	2	159	3676	3676	217
1	424	439	568	568	216
0	289	1297	1268	1268	215
1	424	442	582	582	215
0	4	1157	4515	4515	215
0	12	1103	1103	1103	214
0	264	1161	1161	1161	214
0	12	257	3392	1399	214
0	1392	3425	3426	3426	212
0	2	211	1213	1915	212
0	12	256	2220	4254	212
0	2	378	378	378	211
0	3297	3301	3301	3301	211
0	2	3222	3222	3222	210
0	264	1112	1230	1230	209
0	4707	278	4504	4504	209
0	12	258	1295	4495	207
0	2	1455	353	1221	205
0	4603	323	129	2278	205
0	279	2679	2680	2030	205
0	264	265	1093	4512	205
0	2	160	162	1456	205
0	2	301	15	4519	204
0	12	256	2216	3844	204
0	12	3909	3327	2960	203
0	4707	278	112	112	203
0	264	3385	4164	4661	203
0	2837	4475	2838	2842	202
0	4603	463	396	396	202
0	279	3762	3762	3762	202
0	267	2865	1024	1024	200
1	424	445	901	901	200
0	2	2530	2530	2530	200
0	1392	1969	1624	1624	199
0	12	259	1550	3549	198
0	2	92	2234	2234	198
0	264	403	3456	3456	197
0	264	265	13	318	197
0	2837	4475	2838	413	196
0	2	3412	3414	3414	196
0	2	3412	3413	3682	193
0	279	2663	2663	2663	193
0	4	3159	3157	3157	193
0	2448	154	154	154	192
0	12	259	1551	2879	192
0	12	258	3061	3061	192
1	424	440	578	578	191
0	4	1157	3209	3209	191
0	261	334	1615	1759	191
0	12	256	2216	297	191
0	279	3018	4118	4118	190
0	2	2052	2113	2113	190
0	4603	463	2082	2082	190
0	4707	278	112	2233	189
0	2	71	1335	1335	189
0	264	3385	3387	3387	189
0	261	145	358	1532	188
0	2448	134	1286	2697	188
1	424	450	999	999	188
0	1392	2545	2545	2545	188
0	2	211	390	390	188
0	2	1253	1908	1728	188
0	2	1884	1919	1919	187
0	2448	134	2320	2320	186
0	279	2660	2660	2660	184
0	264	265	13	4045	183
0	264	1813	1961	2250	183
0	2	2000	2000	2000	181
0	4	2929	2929	2929	181
0	4603	323	4586	4586	180
0	279	3332	3332	3332	180
0	264	4434	270	3082	180
0	12	256	2213	4262	179
0	2	2389	189	3663	179
0	261	334	1615	3502	179
1	424	450	1616	1616	178
0	264	3108	3108	3108	178
0	4603	323	131	131	178
0	12	258	1295	4159	177
0	4603	323	11	2206	177
0	279	2679	2680	2745	176
1	422	430	430	430	176
0	2	97	3216	3340	176
0	12	259	1551	1595	176
0	462	1370	405	4059	174
0	2	4170	4170	4170	174
0	261	2506	2586	2690	174
1	424	456	525	525	173
1	423	435	1062	1062	172
0	261	334	1615	3501	172
0	12	175	637	3344	172
0	4603	1308	4585	4585	172
0	261	2506	1607	1607	171
0	289	1509	2147	1628	171
0	2	436	81	4726	171
0	12	3909	513	1020	170
0	4603	323	1831	3685	170
0	2	68	1352	1352	169
0	2	89	4825	4825	168
0	12	259	1534	4109	168
0	2	2389	189	4399	168
0	12	256	2219	2101	168
0	12	256	2214	1556	167
0	2837	4475	2843	2849	167
0	2448	2279	176	2559	166
0	2448	2279	4766	4766	166
0	12	258	3250	3250	166
0	289	1509	2148	2156	165
0	400	1438	3938	3938	165
0	12	3909	3327	3181	164
1	424	451	724	724	164
0	279	1567	1567	1567	164
1	424	1270	1470	1482	163
0	2	1346	75	1287	162
0	4	1234	2537	2537	162
0	2448	4649	4649	4649	162
0	261	145	3190	3190	162
0	2	103	4079	4079	161
1	424	1270	1470	1476	160
0	2	4139	4198	4199	160
0	289	3737	3741	3721	160
0	264	265	1093	1239	160
0	12	256	1721	1721	160
0	12	259	1551	2999	159
0	289	1509	2147	2249	158
0	2448	25	1907	1907	157
0	3630	3631	3631	3631	157
0	2	123	3410	1736	156
1	422	425	425	425	155
0	4150	1579	1602	1602	155
0	267	2870	3887	3887	154
0	2	1886	1887	1887	153
0	261	334	336	336	153
0	12	258	2724	2726	153
0	2837	4475	2843	2848	152
0	12	3909	324	1463	152
1	422	428	428	428	151
0	289	1506	1544	1627	151
0	2	68	1353	1353	151
1	422	1360	1360	1360	151
1	424	447	779	779	150
0	4603	323	1831	2437	149
0	2448	23	1871	4690	149
0	279	2679	2680	371	148
1	3866	4052	4052	4052	148
0	12	258	1194	3252	147
0	12	256	2219	3848	147
0	12	259	1551	4014	147
0	289	3737	4496	4496	147
0	4603	323	1831	3446	146
0	261	1817	1817	1817	146
0	4707	278	117	117	146
0	261	334	1111	3555	146
0	2	2491	235	1327	146
0	12	259	1550	3545	146
0	2448	2279	176	4000	146
0	12	256	2215	1680	146
0	2	109	110	2618	145
0	12	258	2724	2730	145
0	289	1506	2134	2170	144
0	2	123	3410	4773	144
0	2	2491	250	2274	143
0	279	2064	2064	2064	143
0	2	436	99	234	143
0	12	259	1551	3548	143
0	4603	323	1831	2432	142
0	12	258	2724	1703	141
0	264	4434	270	3311	141
0	12	257	3392	1394	141
0	12	256	2215	3833	141
0	264	402	1204	3662	140
0	12	259	1551	2871	140
0	2448	134	139	3698	139
0	261	334	3005	4181	139
0	4603	323	11	1501	139
0	2	482	482	482	138
0	3630	3631	2037	2037	138
0	2448	2279	4766	4767	138
0	2	2546	2546	2546	138
0	261	476	3480	3478	138
0	12	259	1534	1937	137
0	279	3427	3914	3429	137
0	12	3909	513	387	136
0	264	265	1093	3223	136
0	2	103	4079	4080	136
1	424	461	536	536	136
0	2	2578	2578	2578	136
0	4603	463	2077	2077	136
0	2	1384	1385	1385	136
0	2837	4474	2500	2500	135
1	424	438	565	565	135
1	424	439	569	569	135
0	2	123	3410	4763	135
0	279	1435	1434	1434	135
0	2	4380	4380	4380	135
0	2448	2279	176	4701	135
0	462	1370	2468	2472	134
0	279	2656	2656	2656	134
1	424	440	579	579	133
1	424	450	846	846	133
1	424	446	684	684	133
1	3866	4062	4062	4062	133
0	12	175	637	3063	133
0	12	258	1295	2985	132
0	12	259	1550	3581	132
0	12	258	1295	3243	132
0	264	4434	270	3081	131
0	3630	3632	3632	3632	130
0	4	1666	4116	4116	130
1	424	438	562	562	130
0	264	3164	3164	3164	130
0	462	1523	1524	4071	129
1	424	444	572	572	129
0	2448	134	1286	2624	128
0	4707	278	112	2483	128
0	264	265	1792	1792	127
0	279	3774	3774	3774	127
0	4707	278	2449	3069	127
0	4603	323	4586	4587	126
0	279	4324	4324	4324	126
0	12	3909	324	1726	125
0	12	3909	3327	3207	125
0	12	259	2221	2221	124
0	2	2090	3624	2905	124
0	261	476	3480	3479	124
0	462	1523	1529	4569	123
0	2448	134	1286	2698	123
0	2	193	248	248	123
0	264	265	2524	2526	123
0	4603	323	11	4135	122
0	12	175	637	3820	120
0	2	3878	3878	3878	120
0	264	265	13	1588	120
1	424	450	855	855	119
0	12	175	3815	3817	119
0	264	364	517	2024	119
0	12	258	1295	2971	118
0	261	2506	2586	2604	118
0	279	381	3021	3021	118
0	12	256	2215	3187	118
0	12	3909	3327	3175	118
0	12	258	2340	3056	118
0	279	2743	2743	2743	117
1	423	433	433	433	117
0	4707	278	4776	2443	117
0	4603	323	1831	2075	117
0	2	2052	2112	2112	117
0	4	9	9	9	116
1	424	450	859	859	116
0	12	3909	3327	3184	116
1	423	435	1072	1072	115
0	4707	278	3152	3152	115
0	261	334	1111	3541	115
0	279	1821	2852	2852	114
0	12	256	2213	3828	114
0	264	3873	3873	3873	114
0	2	1443	4681	4681	114
0	2	2490	79	1402	113
0	2448	134	190	1706	113
0	12	258	3364	3492	113
0	264	268	1235	4175	112
0	261	334	337	3642	112
0	264	265	4132	4114	112
0	2	4382	4383	4383	112
0	4603	3940	414	414	111
0	1392	3686	1604	1968	110
0	279	2665	2670	2670	110
1	424	450	994	994	110
0	2	2466	2858	2858	109
1	424	444	575	575	109
0	2	2491	1842	1842	109
0	2	4379	4379	4379	109
0	289	1506	2134	2139	108
0	289	1506	1491	1494	108
0	462	1523	4024	4289	108
0	462	1370	3194	3268	108
0	2448	25	2664	2664	107
0	264	402	408	4781	107
0	289	1506	2134	2142	107
0	261	145	358	2569	107
0	12	256	2219	4251	107
0	3865	4457	4457	4457	107
1	423	435	1078	1078	106
1	423	454	551	551	106
0	264	364	517	2444	106
0	2	4372	4372	4372	106
0	261	334	2991	2988	106
0	12	259	1550	1781	106
1	424	445	657	657	105
0	2448	2279	4766	4769	105
0	4603	463	2067	4094	105
0	12	259	1554	1554	104
0	2448	2279	284	4747	104
0	4707	278	2449	3900	104
0	279	2752	2752	2752	104
0	279	3427	3914	3914	104
0	4707	278	4504	4084	103
0	462	1523	4024	4065	103
0	279	2657	2657	2657	103
0	264	4434	4434	4434	102
0	261	2506	3406	3406	102
0	3865	4026	4026	4026	102
0	1392	3686	1604	3421	101
0	12	256	2215	3831	101
0	12	175	3809	3812	101
0	264	265	3132	3133	99
0	2448	2279	4632	4633	99
0	4603	463	2081	2081	99
0	2	3690	3690	3690	99
0	279	1775	4124	4124	98
0	12	256	2214	1397	98
1	424	445	661	661	97
0	4707	278	3272	3272	97
0	2	109	110	2283	97
0	2	2100	1382	1382	97
0	261	334	1111	3681	96
0	12	256	2218	1407	96
0	12	3909	513	1007	95
0	261	334	2585	2587	95
0	261	2506	2586	2603	95
0	279	2719	2823	2825	95
0	261	2506	2586	2601	95
0	12	256	2216	3840	95
0	12	256	2219	3849	95
0	289	1506	2134	2176	94
0	279	2757	2757	2757	94
0	261	2506	2586	2600	94
0	279	1821	3767	3767	94
1	424	439	567	567	93
0	2	301	2740	2741	93
0	1392	1623	1623	1623	93
0	2448	2279	4549	4549	92
1	424	445	668	668	92
0	4707	278	1668	3198	92
0	2	2197	2197	2197	92
0	12	259	1551	3397	92
0	4707	278	112	2038	91
0	267	506	1041	1041	91
0	264	265	13	1813	91
0	12	259	1534	1294	90
1	424	1270	1470	273	90
0	462	1370	2795	4571	90
0	2448	2279	284	4745	89
0	279	2658	2658	2658	89
0	2	4139	4198	4198	89
0	2	436	2428	2428	89
0	12	259	1550	2873	89
0	2	73	73	73	89
0	2448	134	2320	2776	88
0	462	1370	405	405	88
0	267	2867	1026	4522	88
0	4603	323	11	1849	88
0	12	256	2214	1406	88
0	4557			4557	88
0	261	147	1803	1803	87
0	289	1509	2148	2165	87
0	12	259	1551	3400	87
1	424	441	559	559	86
0	462	4436	4443	4443	85
0	462	1370	405	4282	85
0	279	2681	2681	2681	85
0	2	104	104	104	85
0	264	3385	3385	3385	85
0	264	3219	3221	3221	85
0	2	2052	2103	2103	84
0	12	175	3808	1133	84
0	279	2783	2783	2783	84
0	264	4434	4435	4435	84
1	424	450	2373	2373	83
0	2448	134	1310	2519	83
0	261	334	337	3646	83
0	2448	2279	284	4391	83
0	462			462	82
0	3865			3865	82
1	424	447	775	775	82
0	279	3431	3431	3431	82
0	264	3111	3111	3111	82
0	2	436	148	148	82
0	264	265	13	1939	82
1	424	458	531	531	81
0	261	1631	3471	3471	81
0	261	334	2991	2994	81
1	424	445	645	645	80
1	424	450	991	991	80
0	279	1465	1465	1465	80
1	424	446	915	915	80
0	2	1629	80	1856	80
0	12	3909	3327	3176	80
0	261	334	2585	2589	80
0	264	364	2022	2024	79
1	424	450	833	833	79
0	2	2261	2261	2261	79
0	289	3796	3797	3797	79
0	267	506	1044	1044	79
0	12	3909	324	1724	78
0	2	211	183	4273	78
0	267	3876	3876	3876	78
0	2	2939	2942	2942	78
0	12	259	1535	3860	77
0	2	2389	189	4400	77
0	264	2462	2462	2462	77
0	4707	278	2399	2399	77
0	462	1370	2468	2471	76
0	261	334	1615	3587	76
0	2448	2279	418	4697	76
0	261	1787	1787	1787	75
0	264	4434	270	2095	75
0	462	1370	2468	2041	75
0	2	4507	4507	4507	75
0	289	1506	2134	2172	74
0	2	1253	1155	2779	74
0	2	2059	2059	2059	74
0	279	3761	3761	3761	74
0	2448	134	190	1709	73
0	289	3737	3716	3716	73
0	267	2870	1036	1036	73
0	264	364	517	2022	73
0	12	256	1263	1263	72
1	424	455	522	522	72
1	423	435	1065	1065	72
0	4	3130	3130	3130	72
0	279	3775	3775	3775	72
0	2	109	110	2263	72
0	2	109	110	1228	72
1	424	445	2368	2368	71
0	2	436	148	1130	71
0	462	1370	2468	2470	71
1	424	450	866	866	71
1	424	460	532	532	71
0	12	256	2214	2688	71
0	12	3909	1766	1462	71
0	12	3909	513	1525	70
0	4603	463	1806	1806	70
1	424	451	935	935	70
0	264	265	1093	4666	70
0	4	1157	4359	4359	70
0	289	1506	2134	2143	70
0	12	258	4192	4192	70
0	12	256	2214	1688	70
0	3630	3633	4590	4590	69
0	2	4166	4166	4166	69
1	424	441	558	558	69
0	4	1157	505	4783	69
0	2	1634	3536	3537	69
0	4707	278	2449	4797	69
0	12	259	1551	4015	69
0	4603	323	11	2255	68
1	424	456	527	527	68
1	424	440	577	577	68
0	2	1253	1908	2826	68
0	261	476	1391	4559	68
0	3297	3299	3299	3299	68
1	1568	4057	4053	4053	67
1	424	447	757	757	67
0	2	2943	2944	2944	67
0	400	3939	3939	3939	67
0	4603	463	4803	4803	67
1	423	453	552	552	66
0	279	2661	2661	2661	66
0	289	1867	1867	1867	66
0	2	213	216	241	66
0	12	259	1283	2047	66
0	279	2758	2758	2758	66
0	462	1523	1524	4085	66
1	424	448	605	605	65
0	2	1253	1908	4423	65
0	289	1509	1492	1495	65
0	261	2506	2523	2523	65
0	462	1370	405	4238	64
0	2	2052	345	345	64
0	12	3909	324	1725	64
0	267	2870	1035	1035	64
0	261	1614	2935	2935	64
0	279	4326	4326	4326	64
0	12	3909	331	3189	64
0	462	1370	405	4237	63
0	462	1370	3194	4609	63
0	2	2699	2703	2703	63
0	12	256	2218	2218	63
0	12	258	2382	2549	63
0	279	2164	2164	2164	63
0	264	3166	3166	3166	63
1	424	439	570	570	62
0	279	2791	2791	2791	62
0	12	175	637	3818	62
0	279	2759	2759	2759	62
1	423	435	1057	1057	61
0	261	334	337	3639	61
1	424	447	961	961	61
0	12	256	2218	3837	60
0	12	259	2221	3083	60
0	12	259	1551	2890	60
1	3866	3996	3996	3996	60
1	423	435	2291	2291	59
0	2	4736	4741	4741	59
1	424	450	853	853	59
0	4603	323	1831	2385	58
0	279	3607	3607	3607	58
0	462	1370	2468	2430	58
1	424	450	839	839	58
0	264	265	1093	1240	58
0	279	2719	2723	2723	57
1	424	1270	1470	1479	57
0	2	2050	2050	2050	57
1	424	445	655	655	57
0	264	1813	1962	1962	57
0	2448	21	2677	2677	57
0	4707	278	3371	3371	57
1	424	456	524	524	56
0	12	259	1535	3855	56
0	261	145	3465	3465	56
0	279	2824	2824	2824	56
0	12	256	2214	1288	56
0	2448	2279	176	4295	56
0	289	1509	2148	2160	56
1	423	435	1055	1055	55
0	2	1253	1734	5	55
1	424	458	528	528	55
0	279	3427	3913	3913	55
0	12	3909	324	1745	55
0	267	2870	1033	1033	55
1	424	446	696	696	54
1	424	449	815	815	54
0	261	145	3466	3466	54
1	424	457	547	547	53
0				0	53
0	261	334	1111	1741	53
0	12	3909	324	3657	53
1	424	445	644	644	53
0	264	2538	2538	2538	53
0	12	258	2724	2725	53
0	279	2192	2192	2192	53
0	2	436	1931	1931	53
0	289	1506	2134	2146	52
0	2448	4648	4648	4648	52
0	12	3909	324	3324	52
0	264	265	13	2009	52
0	12	256	2220	1139	52
1	424	445	892	892	50
0	2	96	96	96	50
0	12	256	2219	3850	50
0	289	3737	3725	3725	50
0	12	256	1750	1750	50
0	12	258	1295	3242	50
1	424	451	727	727	49
0	261	334	1111	2715	49
0	289	3737	3704	3704	49
0	264	1813	1961	1964	49
0	400	1438	4665	4665	48
0	261	145	358	1533	48
0	462	1523	1529	1529	48
0	4603	463	1837	1837	48
0	462	1370	2468	2473	48
0	12	259	1535	4276	48
0	3630	3632	3636	3636	47
0	279	381	3326	3326	47
0	12	259	1551	3783	47
0	12	258	2340	3054	47
0	261	334	2991	2914	47
0	12	257	3258	1440	47
0	2	2052	2227	2227	47
0	261	334	1111	3554	47
0	4707	278	2449	3070	47
1	424	446	679	679	46
1	424	450	831	831	46
0	1392	3495	3495	3495	46
0	289	3737	3736	3736	46
0	12	3909	3327	3224	46
1	423	435	1085	1085	45
0	12	258	1125	1558	45
0	261	145	358	2831	45
0	462	1370	405	4641	45
1	424	446	694	694	45
0	4603	463	2073	2073	45
0	2	123	3410	4772	45
0	2	109	110	2694	45
1	423	435	1061	1061	44
0	279	3777	3777	3777	44
0	2448	2279	284	4746	44
0	2	233	3463	3463	44
0	289	3737	3708	3708	44
0	289	3737	3735	3735	44
0	12	259	2049	1580	44
0	2	109	110	2619	44
1	424	1270	1470	1488	43
0	279	3019	3019	3019	43
0	279	3763	3763	3763	43
0	261	2506	2901	3580	43
0	4603	463	395	4087	42
1	424	450	841	841	42
0	2	2052	300	300	42
